p,	e,	result
3037,	1,	True	
3041,	1,	True	
3049,	1,	True	
3061,	1,	True	
3067,	1,	True	
3079,	1,	True	
3083,	1,	True	
3089,	1,	True	
3109,	1,	True	
3119,	1,	True	
3121,	1,	Regular
3137,	1,	True	
3163,	1,	True	
3167,	1,	True	
3169,	1,	True	
3181,	1,	Regular
3187,	1,	True	
3191,	1,	True	
3203,	1,	True	
3209,	1,	True	
3217,	1,	True	
3221,	1,	True	
3229,	1,	True	
3251,	1,	Regular
3253,	1,	Regular
3257,	1,	True	
3259,	1,	Regular
3271,	1,	True	
3299,	1,	True	
3301,	1,	True	
3307,	1,	True	
3313,	1,	True	
3319,	1,	True	
3323,	1,	True	
3329,	1,	Regular
3331,	1,	Regular
3343,	1,	True	
3347,	1,	True	
3359,	1,	True	
3361,	1,	True	
3371,	1,	True	
3373,	1,	True	
3389,	1,	Regular
3391,	1,	True	
3407,	1,	Regular
3413,	1,	True	
3433,	1,	Regular
3449,	1,	True	
3457,	1,	True	
3461,	1,	Regular
3463,	1,	True	
3467,	1,	Regular
3469,	1,	True	
3491,	1,	True	
3499,	1,	True	
3511,	1,	Regular
3517,	1,	True	
3527,	1,	True	
3529,	1,	True	
3533,	1,	True	
3539,	1,	Regular
3541,	1,	True	
3547,	1,	True	
3557,	1,	True	
3559,	1,	True	
3571,	1,	Regular
3581,	1,	True	
3583,	1,	True	
3593,	1,	True	
3607,	1,	True	
3613,	1,	True	
3617,	1,	Regular
3623,	1,	Regular
3631,	1,	True	
3637,	1,	True	
3643,	1,	Regular
3659,	1,	True	
3671,	1,	True	
3673,	1,	True	
3677,	1,	True	
3691,	1,	True	
3697,	1,	True	
3701,	1,	Regular
3709,	1,	True	
3719,	1,	Regular
3727,	1,	Regular
3733,	1,	True	
3739,	1,	True	
3761,	1,	True	
3767,	1,	True	
3769,	1,	True	
3779,	1,	Regular
3793,	1,	True	
3797,	1,	Regular
3803,	1,	True	
3821,	1,	True	
3823,	1,	Regular
3833,	1,	True	
3847,	1,	True	
3851,	1,	Regular
3853,	1,	True	
3863,	1,	True	
3877,	1,	Regular
3881,	1,	True	
3889,	1,	True	
3907,	1,	True	
3911,	1,	True	
3917,	1,	True	
3919,	1,	True	
3923,	1,	True	
3929,	1,	Regular
3931,	1,	True	
3943,	1,	True	
3947,	1,	True	
3967,	1,	True	
3989,	1,	True	
4001,	1,	True	
4003,	1,	True	
4007,	1,	Regular
4013,	1,	Regular
4019,	1,	True	
4021,	1,	True	
4027,	1,	True	
4049,	1,	True	
4051,	1,	True	
4057,	1,	Regular
4073,	1,	True	
4079,	1,	True	
4091,	1,	Regular
4093,	1,	True	
4099,	1,	True	
4111,	1,	Regular
4127,	1,	True	
4129,	1,	True	
4133,	1,	True	
4139,	1,	True	
4153,	1,	True	
4157,	1,	True	
4159,	1,	True	
4177,	1,	True	
4201,	1,	True	
4211,	1,	True	
4217,	1,	True	
4219,	1,	True	
4229,	1,	True	
4231,	1,	True	
4241,	1,	Regular
4243,	1,	True	
4253,	1,	True	
4259,	1,	True	
4261,	1,	True	
4271,	1,	True	
4273,	1,	Regular
4283,	1,	True	
4289,	1,	True	
4297,	1,	True	
4327,	1,	True	
4337,	1,	True	
4339,	1,	True	
4349,	1,	True	
4357,	1,	True	
4363,	1,	True	
4373,	1,	True	
4391,	1,	True	
4397,	1,	Regular
4409,	1,	True	
4421,	1,	Regular
4423,	1,	Regular
4441,	1,	True	
4447,	1,	Regular
4451,	1,	True	
4457,	1,	True	
4463,	1,	True	
4481,	1,	Regular
4483,	1,	True	
4493,	1,	True	
4507,	1,	Regular
4513,	1,	True	
4517,	1,	True	
4519,	1,	True	
4523,	1,	True	
4547,	1,	True	
4549,	1,	True	
4561,	1,	True	
4567,	1,	True	
4583,	1,	True	
4591,	1,	True	
4597,	1,	True	
4603,	1,	Regular
4621,	1,	True	
4637,	1,	Regular
4639,	1,	True	
4643,	1,	True	
4649,	1,	True	
4651,	1,	True	
4657,	1,	Regular
4663,	1,	Regular
4673,	1,	True	
4679,	1,	True	
4691,	1,	True	
4703,	1,	True	
4721,	1,	True	
4723,	1,	True	
4729,	1,	True	
4733,	1,	Regular
4751,	1,	True	
4759,	1,	Regular
4783,	1,	True	
4787,	1,	Regular
4789,	1,	True	
4793,	1,	Regular
4799,	1,	True	
4801,	1,	True	
4813,	1,	Regular
4817,	1,	True	
4831,	1,	True	
4861,	1,	True	
4871,	1,	Regular
4877,	1,	True	
4889,	1,	Regular
4903,	1,	True	
4909,	1,	True	
4919,	1,	True	
4931,	1,	True	
4933,	1,	True	
4937,	1,	True	
4943,	1,	Regular
4951,	1,	True	
4957,	1,	True	
4967,	1,	Regular
4969,	1,	Regular
4973,	1,	True	
4987,	1,	True	
4993,	1,	Regular
4999,	1,	True	
5003,	1,	True	
5009,	1,	True	
5011,	1,	True	
5021,	1,	Regular
5023,	1,	True	
5039,	1,	True	
5051,	1,	True	
5059,	1,	True	
5077,	1,	True	
5081,	1,	True	
5087,	1,	True	
5099,	1,	Regular
5101,	1,	True	
5107,	1,	True	
5113,	1,	True	
5119,	1,	True	
5147,	1,	True	
5153,	1,	True	
5167,	1,	True	
5171,	1,	True	
5179,	1,	True	
5189,	1,	True	
5197,	1,	True	
5209,	1,	Regular
5227,	1,	Regular
5231,	1,	True	
5233,	1,	True	
5237,	1,	True	
5261,	1,	Regular
5273,	1,	True	
5279,	1,	Regular
5281,	1,	Regular
5297,	1,	True	
5303,	1,	True	
5309,	1,	True	
5323,	1,	True	
5333,	1,	Regular
5347,	1,	True	
5351,	1,	True	
5381,	1,	True	
5387,	1,	True	
5393,	1,	True	
5399,	1,	True	
5407,	1,	True	
5413,	1,	True	
5417,	1,	Regular
5419,	1,	True	
5431,	1,	True	
5437,	1,	Regular
5441,	1,	True	
5443,	1,	Regular
5449,	1,	True	
5471,	1,	True	
5477,	1,	True	
5479,	1,	True	
5483,	1,	True	
5501,	1,	True	
5503,	1,	True	
5507,	1,	True	
5519,	1,	True	
5521,	1,	Regular
5527,	1,	True	
5531,	1,	True	
5557,	1,	True	
5563,	1,	True	
5569,	1,	True	
5573,	1,	Regular
5581,	1,	True	
5591,	1,	Regular
5623,	1,	True	
5639,	1,	True	
5641,	1,	True	
5647,	1,	True	
5651,	1,	Regular
5653,	1,	True	
5657,	1,	True	
5659,	1,	True	
5669,	1,	Regular
5683,	1,	True	
5689,	1,	True	
5693,	1,	True	
5701,	1,	True	
5711,	1,	True	
5717,	1,	True	
5737,	1,	True	
5741,	1,	True	
5743,	1,	True	
5749,	1,	Regular
5779,	1,	True	
5783,	1,	True	
5791,	1,	True	
5801,	1,	Regular
5807,	1,	Regular
5813,	1,	True	
5821,	1,	True	
5827,	1,	Regular
5839,	1,	True	
5843,	1,	True	
5849,	1,	True	
5851,	1,	Regular
5857,	1,	True	
5861,	1,	True	
5867,	1,	True	
5869,	1,	True	
5879,	1,	Regular
5881,	1,	True	
5897,	1,	True	
5903,	1,	Regular
5923,	1,	True	
5927,	1,	True	
5939,	1,	True	
5953,	1,	True	
5981,	1,	Regular
5987,	1,	True	
6007,	1,	Regular
6011,	1,	True	
6029,	1,	True	
6037,	1,	True	
6043,	1,	True	
6047,	1,	True	
6053,	1,	True	
6067,	1,	Regular
6073,	1,	True	
6079,	1,	True	
6089,	1,	True	
6091,	1,	True	
6101,	1,	True	
6113,	1,	Regular
6121,	1,	True	
6131,	1,	True	
6133,	1,	True	
6143,	1,	True	
6151,	1,	True	
6163,	1,	Regular
6173,	1,	True	
6197,	1,	Regular
6199,	1,	True	
6203,	1,	True	
6211,	1,	True	
6217,	1,	Regular
6221,	1,	True	
6229,	1,	True	
6247,	1,	True	
6257,	1,	True	
6263,	1,	True	
6269,	1,	Regular
6271,	1,	True	
6277,	1,	True	
6287,	1,	True	
6299,	1,	True	
6301,	1,	Regular
6311,	1,	True	
6317,	1,	True	
6323,	1,	True	
6329,	1,	True	
6337,	1,	True	
6343,	1,	True	
6353,	1,	Regular
6359,	1,	True	
6361,	1,	True	
6367,	1,	True	
6373,	1,	Regular
6379,	1,	Regular
6389,	1,	True	
6397,	1,	Regular
6421,	1,	True	
6427,	1,	True	
6449,	1,	Regular
6451,	1,	Regular
6469,	1,	True	
6473,	1,	True	
6481,	1,	True	
6491,	1,	True	
6521,	1,	True	
6529,	1,	Regular
6547,	1,	True	
6551,	1,	True	
6553,	1,	Regular
6563,	1,	True	
6569,	1,	True	
6571,	1,	True	
6577,	1,	True	
6581,	1,	Regular
6599,	1,	True	
6607,	1,	Regular
6619,	1,	True	
6637,	1,	True	
6653,	1,	True	
6659,	1,	Regular
6661,	1,	True	
6673,	1,	True	
6679,	1,	True	
6689,	1,	True	
6691,	1,	Regular
6701,	1,	True	
6703,	1,	True	
6709,	1,	Regular
6719,	1,	True	
6733,	1,	True	
6737,	1,	Regular
6761,	1,	Regular
6763,	1,	Regular
6779,	1,	True	
6781,	1,	True	
6791,	1,	True	
6793,	1,	True	
6803,	1,	True	
6823,	1,	True	
6827,	1,	True	
6829,	1,	True	
6833,	1,	True	
6841,	1,	Regular
6857,	1,	True	
6863,	1,	True	
6869,	1,	True	
6871,	1,	True	
6883,	1,	True	
6899,	1,	Regular
6907,	1,	True	
6911,	1,	True	
6917,	1,	Regular
6947,	1,	True	
6949,	1,	True	
6959,	1,	True	
6961,	1,	True	
6967,	1,	True	
6971,	1,	Regular
6977,	1,	Regular
6983,	1,	True	
6991,	1,	True	
6997,	1,	Regular
7001,	1,	True	
7013,	1,	True	
7019,	1,	True	
7027,	1,	True	
7039,	1,	True	
7043,	1,	True	
7057,	1,	True	
7069,	1,	True	
7079,	1,	True	
7103,	1,	True	
7109,	1,	True	
7121,	1,	True	
7127,	1,	Regular
7129,	1,	True	
7151,	1,	Regular
7159,	1,	Regular
7177,	1,	Regular
7187,	1,	True	
7193,	1,	True	
7207,	1,	True	
7211,	1,	Regular
7213,	1,	True	
7219,	1,	True	
7229,	1,	Regular
7237,	1,	Regular
7243,	1,	True	
7247,	1,	True	
7253,	1,	True	
7283,	1,	Regular
7297,	1,	True	
7307,	1,	Regular
7309,	1,	Regular
7321,	1,	True	
7331,	1,	True	
7333,	1,	Regular
7349,	1,	True	
7351,	1,	True	
7369,	1,	True	
7393,	1,	Regular
7411,	1,	Regular
7417,	1,	True	
7433,	1,	True	
7451,	1,	True	
7457,	1,	True	
7459,	1,	True	
7477,	1,	True	
7481,	1,	True	
7487,	1,	True	
7489,	1,	Regular
7499,	1,	True	
7507,	1,	True	
7517,	1,	Regular
7523,	1,	Regular
7529,	1,	True	
7537,	1,	True	
7541,	1,	Regular
7547,	1,	True	
7549,	1,	Regular
7559,	1,	True	
7561,	1,	True	
7573,	1,	True	
7577,	1,	True	
7583,	1,	True	
7589,	1,	True	
7591,	1,	True	
7603,	1,	True	
7607,	1,	True	
7621,	1,	Regular
7639,	1,	True	
7643,	1,	True	
7649,	1,	True	
7669,	1,	True	
7673,	1,	Regular
7681,	1,	True	
7687,	1,	True	
7691,	1,	True	
7699,	1,	Regular
7703,	1,	True	
7717,	1,	True	
7723,	1,	Regular
7727,	1,	True	
7741,	1,	True	
7753,	1,	True	
7757,	1,	Regular
7759,	1,	True	
7789,	1,	True	
7793,	1,	True	
7817,	1,	True	
7823,	1,	True	
7829,	1,	Regular
7841,	1,	True	
7853,	1,	Regular
7867,	1,	True	
7873,	1,	True	
7877,	1,	True	
7879,	1,	Regular
7883,	1,	True	
7901,	1,	True	
7907,	1,	Regular
7919,	1,	True	
7927,	1,	True	
7933,	1,	Regular
7937,	1,	True	
7949,	1,	True	
7951,	1,	True	
7963,	1,	True	
7993,	1,	True	
8009,	1,	Regular
8011,	1,	Regular
8017,	1,	Regular
8039,	1,	True	
8053,	1,	True	
8059,	1,	True	
8069,	1,	Regular
8081,	1,	True	
8087,	1,	Regular
8089,	1,	Regular
8093,	1,	True	
8101,	1,	True	
8111,	1,	True	
8117,	1,	True	
8123,	1,	True	
8147,	1,	Regular
8161,	1,	True	
8167,	1,	Regular
8171,	1,	True	
8179,	1,	True	
8191,	1,	Regular
8209,	1,	True	
8219,	1,	Regular
8221,	1,	True	
8231,	1,	True	
8233,	1,	True	
8237,	1,	True	
8243,	1,	Regular
8263,	1,	True	
8269,	1,	Regular
8273,	1,	True	
8287,	1,	True	
8291,	1,	True	
8293,	1,	True	
8297,	1,	Regular
8311,	1,	True	
8317,	1,	True	
8329,	1,	Regular
8353,	1,	True	
8363,	1,	True	
8369,	1,	True	
8377,	1,	True	
8387,	1,	True	
8389,	1,	True	
8419,	1,	True	
8423,	1,	True	
8429,	1,	True	
8431,	1,	True	
8443,	1,	True	
8447,	1,	True	
8461,	1,	True	
8467,	1,	True	
8501,	1,	True	
8513,	1,	True	
8521,	1,	True	
8527,	1,	True	
8537,	1,	Regular
8539,	1,	True	
8543,	1,	True	
8563,	1,	Regular
8573,	1,	True	
8581,	1,	Regular
8597,	1,	True	
8599,	1,	True	
8609,	1,	Regular
8623,	1,	True	
8627,	1,	True	
8629,	1,	True	
8641,	1,	Regular
8647,	1,	True	
8663,	1,	True	
8669,	1,	True	
8677,	1,	True	
8681,	1,	True	
8689,	1,	True	
8693,	1,	Regular
8699,	1,	True	
8707,	1,	True	
8713,	1,	Regular
8719,	1,	Regular
8731,	1,	True	
8737,	1,	Regular
8741,	1,	True	
8747,	1,	True	
8753,	1,	True	
8761,	1,	True	
8779,	1,	True	
8783,	1,	True	
8803,	1,	True	
8807,	1,	True	
8819,	1,	True	
8821,	1,	True	
8831,	1,	True	
8837,	1,	True	
8839,	1,	True	
8849,	1,	Regular
8861,	1,	True	
8863,	1,	True	
8867,	1,	Regular
8887,	1,	True	
8893,	1,	Regular
8923,	1,	True	
8929,	1,	True	
8933,	1,	True	
8941,	1,	True	
8951,	1,	True	
8963,	1,	True	
8969,	1,	True	
8971,	1,	Regular
8999,	1,	Regular
9001,	1,	True	
9007,	1,	True	
9011,	1,	True	
9013,	1,	True	
9029,	1,	True	
9041,	1,	True	
9043,	1,	True	
9049,	1,	Regular
9059,	1,	True	
9067,	1,	True	
9091,	1,	True	
9103,	1,	Regular
9109,	1,	Regular
9127,	1,	Regular
9133,	1,	True	
9137,	1,	True	
9151,	1,	True	
9157,	1,	True	
9161,	1,	Regular
9173,	1,	True	
9181,	1,	Regular
9187,	1,	Regular
9199,	1,	True	
9203,	1,	True	
9209,	1,	True	
9221,	1,	True	
9227,	1,	True	
9239,	1,	Regular
9241,	1,	True	
9257,	1,	Regular
9277,	1,	True	
9281,	1,	True	
9283,	1,	Regular
9293,	1,	True	
9311,	1,	Regular
9319,	1,	True	
9323,	1,	True	
9337,	1,	Regular
9341,	1,	True	
9343,	1,	Regular
9349,	1,	True	
9371,	1,	True	
9377,	1,	True	
9391,	1,	True	
9397,	1,	True	
9403,	1,	True	
9413,	1,	Regular
9419,	1,	True	
9421,	1,	Regular
9431,	1,	True	
9433,	1,	True	
9437,	1,	True	
9439,	1,	Regular
9461,	1,	True	
9463,	1,	True	
9467,	1,	Regular
9473,	1,	Regular
9479,	1,	True	
9491,	1,	Regular
9497,	1,	True	
9511,	1,	True	
9521,	1,	True	
9533,	1,	True	
9539,	1,	True	
9547,	1,	True	
9551,	1,	Regular
9587,	1,	True	
9601,	1,	True	
9613,	1,	True	
9619,	1,	True	
9623,	1,	Regular
9629,	1,	Regular
9631,	1,	True	
9643,	1,	True	
9649,	1,	Regular
9661,	1,	True	
9677,	1,	True	
9679,	1,	True	
9689,	1,	True	
9697,	1,	True	
9719,	1,	True	
9721,	1,	True	
9733,	1,	Regular
9739,	1,	True	
9743,	1,	True	
9749,	1,	True	
9767,	1,	True	
9769,	1,	True	
9781,	1,	True	
9787,	1,	True	
9791,	1,	True	
9803,	1,	Regular
9811,	1,	Regular
9817,	1,	True	
9829,	1,	Regular
9833,	1,	True	
9839,	1,	True	
9851,	1,	True	
9857,	1,	Regular
9859,	1,	True	
9871,	1,	True	
9883,	1,	Regular
9887,	1,	True	
9901,	1,	True	
9907,	1,	Regular
9923,	1,	True	
9929,	1,	True	
9931,	1,	True	
9941,	1,	Regular
9949,	1,	True	
9967,	1,	Regular
9973,	1,	True	
10007,	1,	True	
10009,	1,	True	
10037,	1,	Regular
10039,	1,	Regular
10061,	1,	True	
10067,	1,	True	
10069,	1,	True	
10079,	1,	True	
10091,	1,	Regular
10093,	1,	True	
10099,	1,	True	
10103,	1,	True	
10111,	1,	True	
10133,	1,	True	
10139,	1,	True	
10141,	1,	Regular
10151,	1,	True	
10159,	1,	True	
10163,	1,	True	
10169,	1,	Regular
10177,	1,	True	
10181,	1,	True	
10193,	1,	Regular
10211,	1,	True	
10223,	1,	True	
10243,	1,	True	
10247,	1,	Regular
10253,	1,	Regular
10259,	1,	True	
10267,	1,	True	
10271,	1,	Regular
10273,	1,	Regular
10289,	1,	True	
10301,	1,	True	
10303,	1,	True	
10313,	1,	True	
10321,	1,	True	
10331,	1,	Regular
10333,	1,	True	
10337,	1,	True	
10343,	1,	True	
10357,	1,	Regular
10369,	1,	True	
10391,	1,	True	
10399,	1,	True	
10427,	1,	Regular
10429,	1,	Regular
10433,	1,	True	
10453,	1,	Regular
10457,	1,	True	
10459,	1,	True	
10463,	1,	True	
10477,	1,	True	
10487,	1,	Regular
10499,	1,	True	
10501,	1,	True	
10513,	1,	Regular
10529,	1,	True	
10531,	1,	Regular
10559,	1,	Regular
10567,	1,	True	
10589,	1,	True	
10597,	1,	True	
10601,	1,	True	
10607,	1,	True	
10613,	1,	True	
10627,	1,	True	
10631,	1,	True	
10639,	1,	True	
10651,	1,	True	
10657,	1,	True	
10663,	1,	Regular
10667,	1,	True	
10687,	1,	Regular
10691,	1,	True	
10709,	1,	True	
10711,	1,	True	
10723,	1,	True	
10729,	1,	True	
10733,	1,	True	
10739,	1,	Regular
10753,	1,	True	
10771,	1,	True	
10781,	1,	True	
10789,	1,	True	
10799,	1,	Regular
10831,	1,	True	
10837,	1,	True	
10847,	1,	True	
10853,	1,	True	
10859,	1,	True	
10861,	1,	True	
10867,	1,	True	
10883,	1,	True	
10889,	1,	True	
10891,	1,	True	
10903,	1,	Regular
10909,	1,	True	
10937,	1,	True	
10939,	1,	True	
10949,	1,	Regular
10957,	1,	True	
10973,	1,	Regular
10979,	1,	True	
10987,	1,	True	
10993,	1,	True	
11003,	1,	True	
11027,	1,	Regular
11047,	1,	True	
11057,	1,	True	
11059,	1,	Regular
11069,	1,	True	
11071,	1,	True	
11083,	1,	True	
11087,	1,	True	
11093,	1,	True	
11113,	1,	True	
11117,	1,	True	
11119,	1,	True	
11131,	1,	Regular
11149,	1,	True	
11159,	1,	True	
11161,	1,	True	
11171,	1,	True	
11173,	1,	True	
11177,	1,	True	
11197,	1,	True	
11213,	1,	True	
11239,	1,	True	
11243,	1,	True	
11251,	1,	True	
11257,	1,	True	
11261,	1,	Regular
11273,	1,	True	
11279,	1,	True	
11287,	1,	Regular
11299,	1,	True	
11311,	1,	Regular
11317,	1,	True	
11321,	1,	True	
11329,	1,	True	
11351,	1,	True	
11353,	1,	True	
11369,	1,	True	
11383,	1,	True	
11393,	1,	True	
11399,	1,	True	
11411,	1,	True	
11423,	1,	Regular
11437,	1,	True	
11443,	1,	Regular
11447,	1,	True	
11467,	1,	Regular
11471,	1,	True	
11483,	1,	True	
11489,	1,	True	
11491,	1,	True	
11497,	1,	True	
11503,	1,	True	
11519,	1,	Regular
11527,	1,	Regular
11549,	1,	True	
11551,	1,	True	
11579,	1,	Regular
11587,	1,	True	
11593,	1,	True	
11597,	1,	Regular
11617,	1,	True	
11621,	1,	True	
11633,	1,	True	
11657,	1,	Regular
11677,	1,	Regular
11681,	1,	True	
11689,	1,	True	
11699,	1,	True	
11701,	1,	Regular
11717,	1,	True	
11719,	1,	True	
11731,	1,	True	
11743,	1,	True	
11777,	1,	True	
11779,	1,	Regular
11783,	1,	True	
11789,	1,	True	
11801,	1,	True	
11807,	1,	Regular
11813,	1,	Regular
11821,	1,	True	
11827,	1,	True	
11831,	1,	Regular
11833,	1,	Regular
11839,	1,	Regular
11863,	1,	True	
11867,	1,	True	
11887,	1,	True	
11897,	1,	True	
11903,	1,	True	
11909,	1,	Regular
11923,	1,	True	
11927,	1,	True	
11933,	1,	True	
11939,	1,	True	
11941,	1,	True	
11953,	1,	True	
11959,	1,	True	
11969,	1,	Regular
11971,	1,	True	
11981,	1,	True	
11987,	1,	Regular
12007,	1,	True	
12011,	1,	True	
12037,	1,	True	
12041,	1,	Regular
12043,	1,	True	
12049,	1,	True	
12071,	1,	True	
12073,	1,	Regular
12097,	1,	True	
12101,	1,	True	
12107,	1,	True	
12109,	1,	True	
12113,	1,	True	
12119,	1,	Regular
12143,	1,	Regular
12149,	1,	True	
12157,	1,	True	
12161,	1,	True	
12163,	1,	True	
12197,	1,	Regular
12203,	1,	Regular
12211,	1,	True	
12227,	1,	True	
12239,	1,	True	
12241,	1,	True	
12251,	1,	True	
12253,	1,	True	
12263,	1,	True	
12269,	1,	True	
12277,	1,	True	
12281,	1,	Regular
12289,	1,	True	
12301,	1,	Regular
12323,	1,	True	
12329,	1,	True	
12343,	1,	True	
12347,	1,	True	
12373,	1,	True	
12377,	1,	Regular
12379,	1,	Regular
12391,	1,	True	
12401,	1,	True	
12409,	1,	True	
12413,	1,	True	
12421,	1,	True	
12433,	1,	True	
12437,	1,	Regular
12451,	1,	True	
12457,	1,	Regular
12473,	1,	True	
12479,	1,	True	
12487,	1,	True	
12491,	1,	True	
12497,	1,	True	
12503,	1,	True	
12511,	1,	True	
12517,	1,	True	
12527,	1,	True	
12539,	1,	True	
12541,	1,	Regular
12547,	1,	True	
12553,	1,	True	
12569,	1,	True	
12577,	1,	True	
12583,	1,	True	
12589,	1,	True	
12601,	1,	True	
12611,	1,	Regular
12613,	1,	Regular
12619,	1,	Regular
12637,	1,	Regular
12641,	1,	True	
12647,	1,	True	
12653,	1,	True	
12659,	1,	True	
12671,	1,	Regular
12689,	1,	Regular
12697,	1,	Regular
12703,	1,	True	
12713,	1,	True	
12721,	1,	True	
12739,	1,	True	
12743,	1,	Regular
12757,	1,	True	
12763,	1,	True	
12781,	1,	True	
12791,	1,	True	
12799,	1,	True	
12809,	1,	True	
12821,	1,	Regular
12823,	1,	True	
12829,	1,	True	
12841,	1,	True	
12853,	1,	Regular
12889,	1,	True	
12893,	1,	True	
12899,	1,	Regular
12907,	1,	True	
12911,	1,	True	
12917,	1,	True	
12919,	1,	True	
12923,	1,	Regular
12941,	1,	True	
12953,	1,	True	
12959,	1,	True	
12967,	1,	True	
12973,	1,	True	
12979,	1,	True	
12983,	1,	Regular
13001,	1,	Regular
13003,	1,	Regular
13007,	1,	True	
13009,	1,	Regular
13033,	1,	True	
13037,	1,	True	
13043,	1,	True	
13049,	1,	True	
13063,	1,	True	
13093,	1,	True	
13099,	1,	True	
13103,	1,	True	
13109,	1,	True	
13121,	1,	True	
13127,	1,	True	
13147,	1,	True	
13151,	1,	True	
13159,	1,	Regular
13163,	1,	True	
13171,	1,	True	
13177,	1,	True	
13183,	1,	Regular
13187,	1,	True	
13217,	1,	Regular
13219,	1,	True	
13229,	1,	True	
13241,	1,	True	
13249,	1,	True	
13259,	1,	True	
13267,	1,	True	
13291,	1,	True	
13297,	1,	True	
13309,	1,	True	
13313,	1,	Regular
13327,	1,	True	
13331,	1,	True	
13337,	1,	True	
13339,	1,	Regular
13367,	1,	Regular
13381,	1,	True	
13397,	1,	True	
13399,	1,	Regular
13411,	1,	True	
13417,	1,	Regular
13421,	1,	True	
13441,	1,	True	
13451,	1,	Regular
13457,	1,	True	
13463,	1,	True	
13469,	1,	Regular
13477,	1,	Regular
13487,	1,	True	
13499,	1,	True	
13513,	1,	True	
13523,	1,	Regular
13537,	1,	True	
13553,	1,	True	
13567,	1,	True	
13577,	1,	True	
13591,	1,	True	
13597,	1,	True	
13613,	1,	True	
13619,	1,	True	
13627,	1,	Regular
13633,	1,	Regular
13649,	1,	True	
13669,	1,	True	
13679,	1,	Regular
13681,	1,	True	
13687,	1,	True	
13691,	1,	True	
13693,	1,	True	
13697,	1,	True	
13709,	1,	True	
13711,	1,	Regular
13721,	1,	True	
13723,	1,	True	
13729,	1,	Regular
13751,	1,	True	
13757,	1,	Regular
13759,	1,	True	
13763,	1,	Regular
13781,	1,	Regular
13789,	1,	Regular
13799,	1,	True	
13807,	1,	Regular
13829,	1,	True	
13831,	1,	True	
13841,	1,	Regular
13859,	1,	Regular
13873,	1,	True	
13877,	1,	True	
13879,	1,	True	
13883,	1,	True	
13901,	1,	True	
13903,	1,	True	
13907,	1,	True	
13913,	1,	Regular
13921,	1,	True	
13931,	1,	True	
13933,	1,	True	
13963,	1,	Regular
13967,	1,	True	
13997,	1,	Regular
13999,	1,	True	
14009,	1,	True	
14011,	1,	True	
14029,	1,	True	
14033,	1,	True	
14051,	1,	True	
14057,	1,	True	
14071,	1,	True	
14081,	1,	True	
14083,	1,	True	
14087,	1,	True	
14107,	1,	True	
14143,	1,	True	
14149,	1,	True	
14153,	1,	Regular
14159,	1,	True	
14173,	1,	Regular
14177,	1,	True	
14197,	1,	Regular
14207,	1,	True	
14221,	1,	True	
14243,	1,	True	
14249,	1,	Regular
14251,	1,	Regular
14281,	1,	True	
14293,	1,	True	
14303,	1,	Regular
14321,	1,	True	
14323,	1,	True	
14327,	1,	Regular
14341,	1,	True	
14347,	1,	True	
14369,	1,	True	
14387,	1,	Regular
14389,	1,	True	
14401,	1,	True	
14407,	1,	Regular
14411,	1,	True	
14419,	1,	True	
14423,	1,	True	
14431,	1,	Regular
14437,	1,	True	
14447,	1,	True	
14449,	1,	True	
14461,	1,	True	
14479,	1,	True	
14489,	1,	True	
14503,	1,	True	
14519,	1,	True	
14533,	1,	True	
14537,	1,	Regular
14543,	1,	Regular
14549,	1,	True	
14551,	1,	True	
14557,	1,	True	
14561,	1,	Regular
14563,	1,	Regular
14591,	1,	True	
14593,	1,	True	
14621,	1,	Regular
14627,	1,	True	
14629,	1,	True	
14633,	1,	True	
14639,	1,	Regular
14653,	1,	True	
14657,	1,	True	
14669,	1,	True	
14683,	1,	True	
14699,	1,	Regular
14713,	1,	True	
14717,	1,	Regular
14723,	1,	True	
14731,	1,	True	
14737,	1,	True	
14741,	1,	True	
14747,	1,	True	
14753,	1,	True	
14759,	1,	True	
14767,	1,	True	
14771,	1,	Regular
14779,	1,	True	
14783,	1,	True	
14797,	1,	Regular
14813,	1,	True	
14821,	1,	Regular
14827,	1,	True	
14831,	1,	True	
14843,	1,	True	
14851,	1,	True	
14867,	1,	True	
14869,	1,	True	
14879,	1,	True	
14887,	1,	True	
14891,	1,	True	
14897,	1,	True	
14923,	1,	True	
14929,	1,	True	
14939,	1,	True	
14947,	1,	True	
14951,	1,	Regular
14957,	1,	True	
14969,	1,	True	
14983,	1,	True	
15013,	1,	True	
15017,	1,	True	
15031,	1,	Regular
15053,	1,	True	
15061,	1,	True	
15073,	1,	True	
15077,	1,	True	
15083,	1,	Regular
15091,	1,	True	
15101,	1,	True	
15107,	1,	Regular
15121,	1,	True	
15131,	1,	True	
15137,	1,	True	
15139,	1,	True	
15149,	1,	True	
15161,	1,	Regular
15173,	1,	True	
15187,	1,	Regular
15193,	1,	Regular
15199,	1,	True	
15217,	1,	True	
15227,	1,	True	
15233,	1,	True	
15241,	1,	True	
15259,	1,	True	
15263,	1,	Regular
15269,	1,	True	
15271,	1,	Regular
15277,	1,	True	
15287,	1,	True	
15289,	1,	Regular
15299,	1,	True	
15307,	1,	True	
15313,	1,	True	
15319,	1,	True	
15329,	1,	True	
15331,	1,	True	
15349,	1,	Regular
15359,	1,	True	
15361,	1,	True	
15373,	1,	True	
15377,	1,	True	
15383,	1,	True	
15391,	1,	True	
